county,house_type,est_price,zipcode,lat,lng
Los Angeles ,Single Family,1302865,90038,34.089459,-118.3285
Los Angeles ,Single Family,596111,90242,33.92018,-118.14291
Tuolumne ,Single Family,315666,95370,37.995238,-120.3437
Los Angeles ,Single Family,1392754,90230,33.997179,-118.40145
Nevada ,Single Family,419359,95945,39.202725,-121.02076
Los Angeles ,Single Family,943507,91326,34.276154,-118.54581
Los Angeles ,Single Family,784104,91711,34.110009,-117.71973
Sacramento ,Single Family,432397,95834,38.642805,-121.50466
Orange ,Single Family,870925,92807,33.850515,-117.79113
Los Angeles ,Single Family,731441,91773,34.103341,-117.81814
Los Angeles ,Single Family,1055137,91001,34.192102,-118.14206
Los Angeles ,Single Family,690138,91355,34.406519,-118.56214
San Mateo ,Single Family,2122039,94070,37.499175,-122.26655
Sonoma ,Single Family,737562,95409,38.460594,-122.6422
Los Angeles ,Single Family,790695,91754,34.048207,-118.14161
Los Angeles ,Single Family,615276,90301,33.955913,-118.35868
Santa Clara ,Single Family,1764143,95120,37.213624,-121.85671
San Diego ,Single Family,630603,92108,32.7736,-117.13785
Butte ,Single Family,227801,95966,39.491076,-121.49468
Fresno ,Single Family,210254,93705,36.786948,-119.82747
Santa Barbara ,Single Family,1106773,93101,34.420163,-119.7065
Los Angeles ,Single Family,1066341,91316,34.168753,-118.51636
San Diego ,Single Family,754650,91941,32.761801,-117.01273
Orange ,Single Family,2658729,92651,33.535325,-117.77192
Los Angeles ,Single Family,1958215,90064,34.03457,-118.42843
Riverside ,Single Family,277154,92220,33.920803,-116.87897
Kern ,Single Family,295284,93561,35.132673,-118.50781
Orange ,Single Family,384509,92637,33.60712,-117.73108
Marin ,Single Family,1260753,94903,38.019022,-122.54589
Los Angeles ,Single Family,830975,90504,33.870414,-118.33065
Madera ,Single Family,217572,93638,36.991476,-119.98729
San Diego ,Single Family,1103307,92131,32.918035,-117.08438
San Luis Obispo ,Single Family,603062,93422,35.474913,-120.676
Los Angeles ,Single Family,865399,91780,34.101608,-118.05606
El Dorado ,Single Family,544728,95682,38.641158,-120.97109
Fresno ,Single Family,157032,93702,36.741199,-119.7553
Alameda ,Single Family,1185821,94602,37.799727,-122.21211
San Diego ,Single Family,1008238,92110,32.766482,-117.20077
Santa Clara ,Single Family,826554,95122,37.329641,-121.83359
Los Angeles ,Single Family,625482,90604,33.929163,-118.009
Orange ,Single Family,626376,92701,33.747017,-117.86248
San Bernardino ,Single Family,762040,91739,34.127819,-117.5246
Los Angeles ,Single Family,420766,90002,33.948315,-118.24845
Los Angeles ,Single Family,1184404,90039,34.110425,-118.25832
Merced ,Single Family,276828,95340,37.294648,-120.47474
Sutter ,Single Family,367383,95993,39.109272,-121.68033
Los Angeles ,Single Family,797408,91776,34.089059,-118.0951
San Luis Obispo ,Single Family,776750,93420,35.119678,-120.55116
Santa Clara ,Single Family,3240612,95070,37.270543,-122.02305
Los Angeles ,Single Family,865398,91325,34.235055,-118.51766
Orange ,Single Family,694839,92802,33.806965,-117.92594
Monterey ,Single Family,609513,93955,36.615813,-121.83461
San Joaquin ,Single Family,276253,95204,37.974273,-121.3147
San Mateo ,Single Family,1398276,94063,37.483504,-122.2144
Santa Barbara ,Single Family,411483,93454,34.900809,-120.34876
Los Angeles ,Single Family,1571672,91403,34.152513,-118.46396
San Diego ,Single Family,737648,92123,32.803799,-117.13595
San Diego ,Single Family,813202,92120,32.794449,-117.07221
San Joaquin ,Single Family,287883,95210,38.025086,-121.29722
Ventura ,Single Family,748076,93021,34.292898,-118.87134
Los Angeles ,Single Family,1429710,91356,34.164255,-118.54472
Madera ,Single Family,259660,93637,36.914819,-120.15817
Los Angeles ,Single Family,665129,91352,34.224089,-118.37563
Orange ,Single Family,1052022,92675,33.500843,-117.65866
Santa Clara ,Single Family,3459337,94306,37.419389,-122.13273
Santa Clara ,Single Family,1322269,95132,37.405989,-121.84775
Solano ,Single Family,736646,94510,38.071769,-122.15517
Orange ,Single Family,931508,92869,33.792687,-117.79975
Fresno ,Single Family,289909,93710,36.825582,-119.76358
San Bernardino ,Single Family,145547,92311,34.894181,-117.03636
San Diego ,Single Family,1117470,92008,33.158137,-117.32646
Sacramento ,Single Family,290950,95838,38.641223,-121.4417
Alameda ,Single Family,835714,94607,37.806427,-122.28898
Sacramento ,Single Family,327475,95842,38.687718,-121.349
Stanislaus ,Single Family,402802,95356,37.704138,-121.02187
San Diego ,Single Family,559673,92083,33.179587,-117.24461
Los Angeles ,Single Family,457154,90221,33.893265,-118.204
Fresno ,Single Family,272047,93657,36.72845,-119.53571
Los Angeles ,Single Family,759595,90031,34.07871,-118.2161
Los Angeles ,Single Family,1314121,91007,34.126957,-118.05216
Sacramento ,Single Family,670399,95816,38.571661,-121.46827
Placer ,Single Family,532855,95677,38.789165,-121.23825
Merced ,Single Family,291600,95348,37.342056,-120.50154
Sacramento ,Single Family,286682,95660,38.676103,-121.37656
Alameda ,Single Family,1247086,94555,37.571581,-122.0509
Santa Clara ,Single Family,1153968,95148,37.330496,-121.79141
San Francisco ,Single Family,1147851,94134,37.719581,-122.41085
Orange ,Single Family,1006280,92694,33.570763,-117.63463
Riverside ,Single Family,287828,92586,33.70602,-117.1974
Contra Costa ,Single Family,1123811,94530,37.917774,-122.30426
Contra Costa ,Single Family,1895540,94549,37.895695,-122.11785
Los Angeles ,Single Family,480509,90023,34.023039,-118.20231
Placer ,Single Family,514629,95603,38.909605,-121.07971
San Mateo ,Single Family,1990215,94002,37.516687,-122.29026
Riverside ,Single Family,457386,92595,33.614385,-117.2608
Orange ,Single Family,674188,90621,33.875714,-117.99404
Los Angeles ,Single Family,1175058,91106,34.142557,-118.12715
Santa Clara ,Single Family,1359199,95118,37.257643,-121.89072
San Diego ,Single Family,855227,92124,32.822815,-117.09844
Contra Costa ,Single Family,1178882,94596,37.905924,-122.05858
San Joaquin ,Single Family,220618,95205,37.962873,-121.26401
Kern ,Single Family,219645,93215,35.774967,-119.23371
Orange ,Single Family,688289,92843,33.763033,-117.9355
Sonoma ,Single Family,989632,95472,38.393314,-122.83666
Los Angeles ,Single Family,553022,91722,34.097708,-117.90698
Napa ,Single Family,754600,94559,38.291164,-122.28671
Fresno ,Single Family,269037,93704,36.794748,-119.80097
Los Angeles ,Single Family,669274,91321,34.377782,-118.51489
Orange ,Single Family,1300025,92602,33.73297,-117.76932
Los Angeles ,Single Family,2175597,90274,33.784099,-118.38752
Kern ,Single Family,162303,93305,35.387058,-118.98647
Los Angeles ,Single Family,718531,90302,33.975263,-118.35558
Ventura ,Single Family,717030,93035,34.179304,-119.22189
Riverside ,Single Family,420723,92555,33.922823,-117.16837
San Francisco ,Single Family,1084770,94124,37.732797,-122.39348
Contra Costa ,Single Family,996738,94597,37.777208,-121.955399
Orange ,Single Family,2617034,92663,33.619221,-117.93087
San Francisco ,Single Family,1452273,94132,37.724231,-122.47958
Los Angeles ,Single Family,708273,91791,34.063645,-117.89743
Santa Clara ,Single Family,2204320,95032,37.241193,-121.9534
Los Angeles ,Single Family,667759,90601,34.002333,-118.03562
Contra Costa ,Single Family,1322639,94598,37.91878,-122.02618
Orange ,Single Family,964798,92614,33.680408,-117.82592
San Bernardino ,Single Family,490985,91763,34.07041,-117.69938
Los Angeles ,Single Family,728345,90015,34.038993,-118.26516
Ventura ,Single Family,638451,93004,34.278812,-119.16784
San Joaquin ,Single Family,434567,95219,38.004922,-121.40022
Santa Barbara ,Single Family,1484283,93105,34.44005,-119.75496
Los Angeles ,Single Family,689737,90260,33.888364,-118.35355
Los Angeles ,Single Family,684438,91354,34.445313,-118.55252
Los Angeles ,Single Family,749830,91101,34.146607,-118.1391
Santa Clara ,Single Family,1592859,95117,37.311042,-121.96162
Fresno ,Single Family,158360,93706,36.691036,-119.83321
Sacramento ,Single Family,680883,95818,38.556576,-121.49285
Orange ,Single Family,1136026,92782,33.739571,-117.78618
Monterey ,Single Family,670632,93933,36.678155,-121.79724
San Diego ,Single Family,651131,92081,33.16305,-117.24748
Los Angeles ,Single Family,1189874,91006,34.134057,-118.02662
Los Angeles ,Single Family,649705,90712,33.851965,-118.1468
Los Angeles ,Single Family,579198,90605,33.945413,-118.03362
Sonoma ,Single Family,693496,95492,38.54486,-122.80785
San Bernardino ,Single Family,229724,92284,34.161795,-116.41246
Orange ,Single Family,960021,92653,33.602823,-117.71295
Riverside ,Single Family,562284,92883,33.771548,-117.47884
Los Angeles ,Single Family,1504916,90404,34.026959,-118.47432
Alameda ,Single Family,1305704,94609,37.834926,-122.264
Riverside ,Single Family,590713,91752,34.001846,-117.52759
Los Angeles ,Single Family,1039322,91214,34.232003,-118.24753
Santa Cruz ,Single Family,1197323,95003,36.979333,-121.8944
San Mateo ,Single Family,2195191,94402,37.551586,-122.32773
Sacramento ,Single Family,424392,95632,38.267544,-121.29723
Los Angeles ,Single Family,1456750,91030,34.112958,-118.15577
San Diego ,Single Family,531831,92139,32.677286,-117.05241
Alameda ,Single Family,803402,94545,37.635582,-122.10418
San Bernardino ,Single Family,141162,92277,34.165696,-116.03343
Orange ,Single Family,1180560,92673,33.462927,-117.62414
Los Angeles ,Single Family,780682,91803,34.072959,-118.1462
San Joaquin ,Single Family,440207,95242,38.132618,-121.32282
Los Angeles ,Single Family,337910,93552,34.561207,-118.0375
San Mateo ,Single Family,2412661,94062,37.444879,-122.26253
Orange ,Single Family,1115583,92679,33.639227,-117.58518
Los Angeles ,Single Family,1104418,91364,34.158214,-118.60061
Yolo ,Single Family,740192,95618,38.546306,-121.68682
Los Angeles ,Single Family,567316,91351,34.424794,-118.44513
Solano ,Single Family,435019,94585,38.231364,-122.05414
Riverside ,Single Family,267047,92236,33.679872,-116.17656
Fresno ,Single Family,193673,93703,36.767299,-119.765
Contra Costa ,Single Family,803472,94518,37.954122,-122.02506
Los Angeles ,Single Family,430976,90059,33.927471,-118.24778
Contra Costa ,Single Family,1272313,94595,37.879757,-122.07143
Los Angeles ,Single Family,1054933,90041,34.137557,-118.20765
Monterey ,Single Family,609061,93901,36.665879,-121.65497
Los Angeles ,Single Family,2228895,90254,33.866314,-118.39968
Los Angeles ,Single Family,541172,91733,34.05051,-118.04834
Shasta ,Single Family,248919,96007,40.45453,-122.31101
Sacramento ,Single Family,265980,95824,38.518356,-121.44378
Alameda ,Single Family,519475,94603,37.738379,-122.17332
Los Angeles ,Single Family,533407,90810,33.816217,-118.21495
Los Angeles ,Single Family,774063,91042,34.256952,-118.28453
Imperial ,Single Family,234183,92231,32.683491,-115.48277
Sacramento ,Single Family,462335,95829,38.476196,-121.34715
Riverside ,Single Family,287446,92583,33.788491,-116.95125
Kern ,Single Family,410510,93314,35.40431,-119.23713
Orange ,Single Family,745405,92706,33.765916,-117.88139
Los Angeles ,Single Family,1362490,91602,34.152476,-118.36841
Humboldt ,Single Family,288640,95501,40.793739,-124.16102
Riverside ,Single Family,553836,92508,33.890313,-117.32122
Alameda ,Single Family,947563,94619,37.790027,-122.18615
San Bernardino ,Single Family,236378,92301,34.641695,-117.50803
Humboldt ,Single Family,322318,95503,40.757091,-124.1513
Contra Costa ,Single Family,540106,94801,37.941424,-122.36628
Orange ,Single Family,950687,92604,33.68762,-117.78852
Sacramento ,Single Family,623046,95864,38.587805,-121.37809
Alameda ,Single Family,828212,94612,37.809427,-122.27172
Solano ,Single Family,431713,94589,38.152068,-122.25074
Sonoma ,Single Family,667746,95405,38.438161,-122.67419
Fresno ,Single Family,247346,93654,36.608675,-119.43761
San Diego ,Single Family,694680,91932,32.579555,-117.11708
Los Angeles ,Single Family,650859,91303,34.198204,-118.60206
Los Angeles ,Single Family,756874,91324,34.240353,-118.55038
San Bernardino ,Single Family,270681,92394,34.55965,-117.35773
Los Angeles ,Single Family,621396,91740,34.119245,-117.8548
San Diego ,Single Family,1190969,92011,33.10856,-117.29898
Ventura ,Single Family,509382,93060,34.367474,-119.07317
Los Angeles ,Single Family,3604746,90272,34.050505,-118.53374
Los Angeles ,Single Family,1026488,91504,34.201254,-118.32993
Santa Clara ,Single Family,1003276,95121,37.305714,-121.81145
Santa Clara ,Single Family,1274817,95131,37.38631,-121.88987
Los Angeles ,Single Family,658309,90062,34.003213,-118.3078
San Diego ,Single Family,762497,92119,32.80225,-117.02431
Los Angeles ,Single Family,1636501,91302,34.133513,-118.66464
San Diego ,Single Family,694712,91915,32.638072,-116.95195
Los Angeles ,Single Family,679951,90713,33.847265,-118.11337
Orange ,Single Family,632024,90680,33.803565,-117.99596
Alameda ,Single Family,496192,94621,37.753978,-122.18969
Stanislaus ,Single Family,302162,95358,37.622898,-121.05181
Alameda ,Single Family,768657,94580,37.678531,-122.13199
Alameda ,Single Family,1730162,94704,37.868575,-122.25855
Marin ,Single Family,948029,94947,38.098221,-122.59809
Fresno ,Single Family,232244,93662,36.566779,-119.62201
Los Angeles ,Single Family,817340,91741,34.140207,-117.85704
San Bernardino ,Single Family,426224,92337,34.046992,-117.481
Contra Costa ,Single Family,705066,94803,37.969673,-122.29413
Merced ,Single Family,220003,95341,37.186872,-120.650351
San Bernardino ,Single Family,469696,92354,34.050764,-117.25327
Sacramento ,Single Family,257935,95815,38.611854,-121.44553
Los Angeles ,Single Family,978406,90814,33.771167,-118.14482
Los Angeles ,Single Family,6175149,90210,34.088808,-118.40612
Los Angeles ,Single Family,621114,91792,34.020711,-117.89932
Los Angeles ,Single Family,659459,90249,33.899265,-118.319
San Bernardino ,Single Family,782299,91784,34.138575,-117.66356
Orange ,Single Family,725153,92841,33.786915,-117.98224
Los Angeles ,Single Family,1075154,91301,34.139536,-118.7607
San Mateo ,Single Family,1939935,94030,37.600735,-122.40135
Los Angeles ,Single Family,960702,91411,34.178305,-118.45858
Sacramento ,Single Family,348994,95841,38.66152,-121.34361
Los Angeles ,Single Family,707073,90710,33.797317,-118.30065
Los Angeles ,Single Family,799151,90717,33.793384,-118.31611
San Joaquin ,Single Family,601022,95377,37.72374,-121.447131
Stanislaus ,Single Family,276557,95354,37.644481,-120.98043
Nevada ,Single Family,504278,95959,39.299405,-120.95144
Yuba ,Single Family,286251,95961,39.089929,-121.55053
Orange ,Single Family,944081,92835,33.903164,-117.91224
Santa Clara ,Single Family,1590011,94085,37.38894,-122.017956
Riverside ,Single Family,635663,92881,33.839516,-117.53581
San Bernardino ,Single Family,298163,92405,34.141659,-117.29722
San Diego ,Single Family,2206753,92118,32.682727,-117.17441
Alameda ,Single Family,1374832,94703,37.862526,-122.27582
San Luis Obispo ,Single Family,833052,93405,35.277189,-120.70305
Imperial ,Single Family,224458,92227,32.98975,-115.50475
Orange ,Single Family,1191395,90720,33.794028,-118.07218
Yolo ,Single Family,456005,95776,38.681254,-121.74189
Contra Costa ,Single Family,847000,94547,38.005122,-122.25784
Los Angeles ,Single Family,1147209,91202,34.166567,-118.26994
Del Norte ,Single Family,243295,95531,41.782681,-124.16703
San Diego ,Single Family,540579,91945,32.733451,-117.0337
Santa Clara ,Single Family,1518464,94089,37.406289,-122.00838
Humboldt ,Single Family,362394,95521,40.867469,-124.07519
Orange ,Single Family,669011,92832,33.869114,-117.92985
Los Angeles ,Single Family,738649,91755,34.05471,-118.11823
Santa Clara ,Single Family,1078135,95133,37.37354,-121.85784
Los Angeles ,Single Family,881209,90732,33.736718,-118.31123
Orange ,Single Family,685459,92868,33.787266,-117.87494
Tulare ,Single Family,230719,93618,36.538017,-119.38887
Los Angeles ,Single Family,550838,90606,33.978312,-118.06778
Santa Clara ,Single Family,1458499,95054,37.39324,-121.96066
Los Angeles ,Single Family,960355,91103,34.166706,-118.159
Sacramento ,Single Family,362341,95827,38.566506,-121.32515
San Luis Obispo ,Single Family,681645,93444,35.032408,-120.49446
Los Angeles ,Single Family,681288,91724,34.088771,-117.85817
El Dorado ,Single Family,515103,96150,38.908741,-120.00992
Stanislaus ,Single Family,386613,95363,37.477477,-121.14555
Monterey ,Single Family,1110556,93950,36.619065,-121.92102
Riverside ,Single Family,489596,92596,33.653216,-117.07986
Contra Costa ,Single Family,2307651,94506,37.804064,-121.91202
Los Angeles ,Single Family,1176137,91501,34.186755,-118.30153
Kern ,Single Family,269319,93560,34.88923,-118.33629
